step,time_s,drone_id,action,task_id,x,y,z,vx,vy,vz,ax,ay,az,battery_wh,temperature_c,link_up,link_type,bandwidth_kbps,pdr,latency_ms,storage_mb,pending_results,model_version,note
25,125.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,39.425,1,MESH,268.8,0.88,169.4,0.0,0,0,no feasible released task
26,130.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.667,41.679,1,MESH,384.0,0.88,149.6,0.36,2,0,no feasible released task
26,130.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,42.203,1,MESH,268.8,0.88,169.4,0.36,2,1,no feasible released task
26,130.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,39.014,1,MESH,211.2,0.855,110.0,0.0,0,0,no feasible released task
27,135.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.667,40.997,1,MESH,268.8,0.88,169.4,0.36,2,0,no feasible released task
27,135.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,41.459,1,MESH,211.2,0.855,110.0,0.36,2,1,no feasible released task
27,135.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,38.652,1,MESH,307.2,0.88,129.8,0.0,0,0,no feasible released task
28,140.0,0,DEFER_UPLOAD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.667,40.398,1,MESH,211.2,0.855,110.0,0.36,2,0,link available but full result misses this slot
28,140.0,1,DEFER_UPLOAD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,40.804,1,MESH,307.2,0.88,129.8,0.36,2,1,link available but full result misses this slot
28,140.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,38.334,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
29,145.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.667,39.87,1,MESH,307.2,0.88,129.8,0.36,2,0,no feasible released task
29,145.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,40.227,1,MESH,384.0,0.88,149.6,0.36,2,1,no feasible released task
29,145.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,38.054,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
30,150.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.667,39.406,1,MESH,384.0,0.88,149.6,0.36,2,0,no feasible released task
30,150.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,39.72,0,MESH,0.0,0.0,-1.0,0.36,2,1,result retained onboard
30,150.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,37.807,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
31,155.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.667,38.997,1,MESH,268.8,0.88,169.4,0.36,2,0,no feasible released task
31,155.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,39.274,0,MESH,0.0,0.0,-1.0,0.36,2,1,result retained onboard
31,155.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,37.59,1,MESH,307.2,0.88,129.8,0.0,0,0,no feasible released task
32,160.0,0,STORE_AND_WAIT,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.667,38.637,0,MESH,0.0,0.0,-1.0,0.36,2,0,result retained onboard
32,160.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,38.881,0,MESH,0.0,0.0,-1.0,0.36,2,1,result retained onboard
32,160.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,37.4,1,MESH,384.0,0.88,149.6,0.0,0,0,no feasible released task
33,165.0,0,LOCAL_UPDATE,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.767,41.321,0,MESH,0.0,0.0,-1.0,0.36,2,1,small task head updated
33,165.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,38.535,1,MESH,384.0,0.88,149.6,0.36,2,1,no feasible released task
33,165.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,37.232,1,MESH,268.8,0.88,169.4,0.0,0,0,no feasible released task
34,170.0,0,STORE_AND_WAIT,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.767,40.682,0,MESH,0.0,0.0,-1.0,0.36,2,1,result retained onboard
34,170.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,38.231,1,MESH,268.8,0.88,169.4,0.36,2,1,no feasible released task
34,170.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,37.084,1,MESH,211.2,0.855,110.0,0.0,0,0,no feasible released task
35,175.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.767,40.12,1,MESH,268.8,0.88,169.4,0.36,2,1,no feasible released task
35,175.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,80.117,37.963,1,MESH,211.2,0.855,110.0,0.36,2,1,no feasible released task
35,175.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.954,1,MESH,307.2,0.88,129.8,0.0,0,0,no feasible released task
36,180.0,0,COMMUNICATE,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,39.626,1,MESH,211.2,0.855,110.0,0.18,1,1,uploaded_results=1; uploaded=0.040MB; mode=metadata_only; latency=110.0ms
36,180.0,1,COMMUNICATE,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,37.728,1,MESH,307.2,0.88,129.8,0.18,1,1,uploaded_results=1; uploaded=0.040MB; mode=metadata_only; latency=129.8ms
36,180.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.839,1,MESH,384.0,0.88,149.6,0.0,0,0,no feasible released task
37,185.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,39.191,1,MESH,307.2,0.88,129.8,0.18,1,1,no feasible released task
37,185.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,37.52,1,MESH,384.0,0.88,149.6,0.18,1,1,no feasible released task
37,185.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.739,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
38,190.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,38.808,1,MESH,384.0,0.88,149.6,0.18,1,1,no feasible released task
38,190.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,37.338,1,MESH,268.8,0.88,169.4,0.18,1,1,no feasible released task
38,190.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.65,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
39,195.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,38.471,1,MESH,268.8,0.88,169.4,0.18,1,1,no feasible released task
39,195.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,37.177,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
39,195.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.572,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
40,200.0,0,DEFER_UPLOAD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,38.174,1,MESH,211.2,0.855,110.0,0.18,1,1,link available but full result misses this slot
40,200.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,37.036,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
40,200.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.503,1,MESH,384.0,0.88,149.6,0.0,0,0,no feasible released task
41,205.0,0,STORE_AND_WAIT,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,37.914,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
41,205.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.912,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
41,205.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.443,1,MESH,268.8,0.88,169.4,0.0,0,0,no feasible released task
42,210.0,0,STORE_AND_WAIT,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,37.684,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
42,210.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.802,1,MESH,268.8,0.88,169.4,0.18,1,1,no feasible released task
42,210.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.39,1,MESH,211.2,0.855,110.0,0.0,0,0,no feasible released task
43,215.0,0,STORE_AND_WAIT,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,37.482,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
43,215.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.706,1,MESH,211.2,0.855,110.0,0.18,1,1,no feasible released task
43,215.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.343,1,MESH,307.2,0.88,129.8,0.0,0,0,no feasible released task
44,220.0,0,DEFER_UPLOAD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,37.304,1,MESH,211.2,0.855,110.0,0.18,1,1,link available but full result misses this slot
44,220.0,1,DEFER_UPLOAD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.621,1,MESH,307.2,0.88,129.8,0.18,1,1,link available but full result misses this slot
44,220.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.302,1,MESH,384.0,0.88,149.6,0.0,0,0,no feasible released task
45,225.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,37.148,1,MESH,307.2,0.88,129.8,0.18,1,1,no feasible released task
45,225.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.547,1,MESH,384.0,0.88,149.6,0.18,1,1,no feasible released task
45,225.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.266,1,MESH,268.8,0.88,169.4,0.0,0,0,no feasible released task
46,230.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,37.01,1,MESH,384.0,0.88,149.6,0.18,1,1,no feasible released task
46,230.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.481,1,MESH,268.8,0.88,169.4,0.18,1,1,no feasible released task
46,230.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.234,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
47,235.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.515,36.889,1,MESH,268.8,0.88,169.4,0.18,1,1,no feasible released task
47,235.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.423,1,MESH,211.2,0.855,110.0,0.18,1,1,no feasible released task
47,235.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.206,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
48,240.0,0,COMMUNICATE,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.782,1,MESH,211.2,0.855,110.0,0.0,0,1,uploaded_results=1; uploaded=0.040MB; mode=metadata_only; latency=110.0ms
48,240.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.373,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
48,240.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.181,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
49,245.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.688,1,MESH,307.2,0.88,129.8,0.0,0,1,no feasible released task
49,245.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.328,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
49,245.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.159,1,MESH,268.8,0.88,169.4,0.0,0,0,no feasible released task
50,250.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.606,0,MESH,0.0,0.0,-1.0,0.0,0,1,no feasible released task
50,250.0,1,STORE_AND_WAIT,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.289,0,MESH,0.0,0.0,-1.0,0.18,1,1,result retained onboard
50,250.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.14,1,MESH,211.2,0.855,110.0,0.0,0,0,no feasible released task
51,255.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.533,0,MESH,0.0,0.0,-1.0,0.0,0,1,no feasible released task
51,255.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.254,1,MESH,211.2,0.855,110.0,0.18,1,1,no feasible released task
51,255.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.123,1,MESH,307.2,0.88,129.8,0.0,0,0,no feasible released task
52,260.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.469,0,MESH,0.0,0.0,-1.0,0.0,0,1,no feasible released task
52,260.0,1,DEFER_UPLOAD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.223,1,MESH,307.2,0.88,129.8,0.18,1,1,link available but full result misses this slot
52,260.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.109,1,MESH,384.0,0.88,149.6,0.0,0,0,no feasible released task
53,265.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.413,1,MESH,307.2,0.88,129.8,0.0,0,1,no feasible released task
53,265.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.197,1,MESH,384.0,0.88,149.6,0.18,1,1,no feasible released task
53,265.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.096,1,MESH,268.8,0.88,169.4,0.0,0,0,no feasible released task
54,270.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.363,1,MESH,384.0,0.88,149.6,0.0,0,1,no feasible released task
54,270.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.173,1,MESH,268.8,0.88,169.4,0.18,1,1,no feasible released task
54,270.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.084,1,MESH,211.2,0.855,110.0,0.0,0,0,no feasible released task
55,275.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.32,1,MESH,268.8,0.88,169.4,0.0,0,1,no feasible released task
55,275.0,1,HOLD,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.865,36.152,1,MESH,211.2,0.855,110.0,0.18,1,1,no feasible released task
55,275.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.074,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
56,280.0,0,HOLD,,-100.0,-60.0,35.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,78.263,36.281,1,MESH,211.2,0.855,110.0,0.0,0,1,no feasible released task
56,280.0,1,COMMUNICATE,,109.64,45.207,40.028,0.0,0.0,0.0,-0.0,-0.0,-0.0,79.613,36.134,1,MESH,307.2,0.88,129.8,0.0,0,1,uploaded_results=1; uploaded=0.040MB; mode=metadata_only; latency=129.8ms
56,280.0,2,HOLD,,10.0,-115.0,42.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,82.708,36.065,0,MESH,0.0,0.0,-1.0,0.0,0,0,no feasible released task
